text,label
犯了累犯最重會被判多久？,LEGAL
把臺灣嘉義地方法院 115 年度嘉簡字第 993 號刑事判決的重點列出來給我,JUDGMENT
以臺灣士林地方法院 115 年度撤緩字第 95 號刑事裁定為案例，拆解它適用的法條和法院的論理,MIXED
提供賭博場地並從中獲利（例如收取佣金或分紅），將會受到何種處罰？,LEGAL
近期公共危險的裁判趨勢是什麼？,JUDGMENT
之一 沒收的法定要件是什麼？可以搭配臺灣臺北地方法院 115 年度訴字第 181 號刑事裁定講解嗎？,MIXED
如果一個人在台灣被判定犯有某項罪行，但該行為在犯罪發生地並未被明確定罪，台灣的法律機構對此有何規定？,LEGAL
臺灣高雄地方法院 115 年度簡字第 1437 號刑事裁定有沒有被上訴或抗告？,JUDGMENT
第1條的條文和臺灣嘉義地方法院 115 年度嘉簡字第 951 號刑事判決的適用情形，兩個一起說明,MIXED
第55條裡的但書是什麼意思？,LEGAL
臺灣士林地方法院 115 年度聲字第 1060 號刑事裁定的當事人主張了什麼？,JUDGMENT
解釋第212條，並且找出有引用這條的裁判,MIXED
前軍官因洩漏國軍祕密被判處的實際刑期有可能是多少年?,LEGAL
臺灣臺南地方法院 115 年度易字第 1110 號刑事判決有沒有被上訴或抗告？,JUDGMENT
如果涉及聲請假釋期中交付保護管束，法條依據是什麼？之前的裁判怎麼判的？,MIXED
依第185條，檢察官需要證明哪些事情？,LEGAL
臺灣高等法院 臺南分院 115 年度上訴字第 796 號刑事裁定裡法官考量了哪些因素？,JUDGMENT
從臺灣士林地方法院 115 年度訴字第 412 號刑事判決來看，藏匿人犯及湮滅證據罪在實務上的認定標準是什麼？,MIXED
第319-2條裡的但書是什麼意思？,LEGAL
我想知道臺灣高等法院 臺南分院 115 年度上易字第 364 號刑事判決這個案子的來龍去脈,JUDGMENT
刑的法定要件是什麼？可以搭配臺灣屏東地方法院 115 年度交簡字第 862 號刑事判決講解嗎？,MIXED
大陸地區人民在臺已取得身分證，是否可申請父母來臺定居？,LEGAL
臺灣臺北地方法院 115 年度審原訴字第 203 號民事裁定是關於什麼的案件？,JUDGMENT
從臺灣高等法院 臺中分院 115 年度上易字第 358 號刑事判決來看，妨害自由罪在實務上的認定標準是什麼？,MIXED
第172-3條跟第243條條文內容差在哪裡？,LEGAL
臺灣高等法院最近處理假釋付保護管束案件的裁判有哪些？,JUDGMENT
延長監護會用到的法條和相關裁判都幫我整理,MIXED
第189-2條裡的但書是什麼意思？,LEGAL
臺灣高雄地方法院對聲請定其應執行刑案件一般都怎麼處理？,JUDGMENT
聲請單獨宣告沒收違禁物的構成要件與量刑實務，兩方面都想知道,MIXED
第349條在規範什麼行為？,LEGAL
臺灣臺中地方法院 115 年度交簡上字第 64 號刑事判決的裁定理由幫我整理一下,JUDGMENT
妨害農工商罪的規定和司法實務的認定有沒有落差？舉裁判為例,MIXED
初次觸犯詐欺背信及重利罪有機會緩刑嗎？法律上的條件是？,LEGAL
假釋付保護管束案件被駁回的裁判多不多？,JUDGMENT
第179條的條文和臺灣臺南地方法院 115 年度交易字第 651 號刑事判決的適用情形，兩個一起說明,MIXED
刑案是否被害人撤回告訴就沒事？,LEGAL
查一下跟聲請付與卷證影本有關的裁判給我,JUDGMENT
如果涉及違反槍砲彈藥刀械管制條例等，法條依據是什麼？之前的裁判怎麼判的？,MIXED
竊盜罪屬於公訴罪還是告訴乃論？,LEGAL
臺灣臺南地方法院 115 年度易字第 42 號刑事判決最後法院是怎麼處理的？,JUDGMENT
如果涉及傷害等，法條依據是什麼？之前的裁判怎麼判的？,MIXED
假釋有沒有加重或減輕的規定？,LEGAL
臺灣新竹地方法院 115 年度撤緩字第 82 號刑事裁定裡法官考量了哪些因素？,JUDGMENT
延長監護通常適用哪幾條法律？法院過去都怎麼處理這種案件？,MIXED
第30條跟第325條條文內容差在哪裡？,LEGAL
能不能講解一下臺灣彰化地方法院 115 年度簡字第 1921 號刑事判決的內容？,JUDGMENT
想了解第12條的規定內容，還有實際裁判中法院怎麼認定,MIXED
證人到法院作證可否請求費用？,LEGAL
臺灣苗栗地方法院 115 年度苗簡字第 757 號刑事判決是關於什麼的案件？,JUDGMENT
從臺灣苗栗地方法院 115 年度苗簡字第 236 號刑事裁定來看，偽造有價證券罪在實務上的認定標準是什麼？,MIXED
犯了妨害婚姻及家庭罪最重會被判多久？,LEGAL
臺灣士林地方法院 115 年度訴字第 552 號刑事判決的當事人主張了什麼？,JUDGMENT
解釋第353條，並且找出有引用這條的裁判,MIXED
駕駛非遇突發狀況在車道中任意暫停，可能面臨什麼樣的處罰？,LEGAL
臺灣新竹地方法院 115 年度聲字第 934 號刑事裁定的當事人主張了什麼？,JUDGMENT
從臺灣臺南地方法院 115 年度交易字第 815 號刑事判決來看，瀆職罪在實務上的認定標準是什麼？,MIXED
第341條有規定未遂要處罰嗎？,LEGAL
臺灣彰化地方法院 115 年度簡字第 807 號刑事裁定是關於什麼的案件？,JUDGMENT
刑的法定要件是什麼？可以搭配臺灣高等法院 115 年度聲保字第 1210 號刑事裁定講解嗎？,MIXED
若汽車在高速公路上因缺乏維修導致故障，需支付多少罰鍰？,LEGAL
把臺灣臺南地方法院 115 年度簡字第 3672 號刑事判決的重點列出來給我,JUDGMENT
法律上數罪併罰怎麼規定？實際案件裡法院見解一致嗎？,MIXED
偽造有價證券罪有沒有加重或減輕的規定？,LEGAL
臺灣屏東地方法院 115 年度交簡字第 761 號刑事判決裡法官考量了哪些因素？,JUDGMENT
想了解第335條的規定內容，還有實際裁判中法院怎麼認定,MIXED
若政府採購過程中，特定採購項目涉及商業機密，有無法律基礎允許不公開決標資訊？,LEGAL
臺灣高等法院最近處理加重竊盜案件的裁判有哪些？,JUDGMENT
想了解第104條的規定內容，還有實際裁判中法院怎麼認定,MIXED
數罪併罰有沒有加重或減輕的規定？,LEGAL
臺灣臺東地方法院對違反洗錢防制法等案件一般都怎麼處理？,JUDGMENT
過失傷害通常適用哪幾條法律？法院過去都怎麼處理這種案件？,MIXED
勞動契約期限到達，勞工可以要求什麼補償?,LEGAL
臺灣新北地方法院 115 年度易字第 807 號刑事判決最後法院是怎麼處理的？,JUDGMENT
第314條的條文和臺灣臺南地方法院 115 年度簡上字第 78 號民事判決的適用情形，兩個一起說明,MIXED
若一人因過失致3人以上於死，台灣法律規定可處以最高多少年有期徒刑？,LEGAL
定其應執行刑案件被駁回的裁判多不多？,JUDGMENT
第227條的條文和臺灣屏東地方法院 115 年度原簡字第 36 號刑事判決的適用情形，兩個一起說明,MIXED
妨害自由罪屬於公訴罪還是告訴乃論？,LEGAL
能不能講解一下臺灣彰化地方法院 115 年度簡字第 2171 號刑事判決的內容？,JUDGMENT
如果涉及公共危險，法條依據是什麼？之前的裁判怎麼判的？,MIXED
外國人是否可以參加集會遊行？,LEGAL
把臺灣屏東地方法院 115 年度交簡字第 866 號刑事判決的重點列出來給我,JUDGMENT
從臺灣臺南地方法院 115 年度訴字第 2032 號刑事判決來看，未遂犯在實務上的認定標準是什麼？,MIXED
假釋要成立需要符合哪些條件？,LEGAL
臺灣臺南地方法院 115 年度簡字第 3303 號刑事判決的當事人主張了什麼？,JUDGMENT
聲明異議會用到的法條和相關裁判都幫我整理,MIXED
若一位非律師人士想要擔任訴訟代理人，需滿足哪些條件?,LEGAL
臺灣彰化地方法院 115 年度簡字第 2171 號刑事判決最後法院是怎麼處理的？,JUDGMENT
法律上妨害秩序罪怎麼規定？實際案件裡法院見解一致嗎？,MIXED
若員工在休息日被要求工作，應如何計算該日的工資？,LEGAL
近期定應執行刑的裁判趨勢是什麼？,JUDGMENT
之一 妨害性隱私及不實性影像罪的規定和司法實務的認定有沒有落差？舉裁判為例,MIXED
公司有無義務就性騷擾防治提供教育訓練？,LEGAL
我想知道臺灣高等法院 臺中分院 115 年度金簡易字第 56 號民事判決這個案子的來龍去脈,JUDGMENT
第124條的條文和臺灣屏東地方法院 115 年度交簡字第 855 號刑事判決的適用情形，兩個一起說明,MIXED
如果違反第162條，會面臨什麼後果？,LEGAL
臺灣苗栗地方法院 115 年度聲字第 358 號刑事裁定的當事人主張了什麼？,JUDGMENT
法律上法例怎麼規定？實際案件裡法院見解一致嗎？,MIXED
第84條跟第181條條文內容差在哪裡？,LEGAL
臺灣臺南地方法院 115 年度交易字第 467 號刑事判決有沒有被上訴或抗告？,JUDGMENT
定應執行刑的構成要件與量刑實務，兩方面都想知道,MIXED
"在台灣, 如果食品的標示虛偽不實, 法律規定的罰款範圍是多少?",LEGAL
臺灣苗栗地方法院 115 年度苗智簡字第 6 號刑事判決裡法官考量了哪些因素？,JUDGMENT
第270條的條文和臺灣高雄地方法院 115 年度簡字第 1437 號刑事裁定的適用情形，兩個一起說明,MIXED
被依第73條起訴的話，辯護上有哪些法定抗辯？,LEGAL
臺灣高等法院 臺南分院 115 年度聲字第 653 號刑事裁定的裁定理由幫我整理一下,JUDGMENT
聲請單獨宣告沒收違禁物通常適用哪幾條法律？法院過去都怎麼處理這種案件？,MIXED
若公司未依規定申報洗錢防制聲明，可能會受到什麼範圍的罰款？,LEGAL
臺灣高等法院 115 年度聲保字第 1210 號刑事裁定最後法院是怎麼處理的？,JUDGMENT
第313條的條文和臺灣士林地方法院 115 年度訴字第 451 號刑事判決的適用情形，兩個一起說明,MIXED
若有人將裸照散布或公然陳列，他可能會面臨哪些法律後果？,LEGAL
定應執行刑這種案子以前有判過的先例嗎？,JUDGMENT
妨害電腦使用罪的法定要件是什麼？可以搭配臺灣臺南地方法院 115 年度交簡上字第 102 號刑事判決講解嗎？,MIXED
第38-1條有規定未遂要處罰嗎？,LEGAL
我想知道臺灣臺北地方法院 115 年度審易字第 1716 號刑事判決這個案子的來龍去脈,JUDGMENT
法律上累犯怎麼規定？實際案件裡法院見解一致嗎？,MIXED
如果違反第3條，會面臨什麼後果？,LEGAL
我想知道臺灣新北地方法院 115 年度聲字第 2842 號刑事裁定這個案子的來龍去脈,JUDGMENT
偽造貨幣罪的法定要件是什麼？可以搭配臺灣苗栗地方法院 115 年度撤緩字第 21 號刑事裁定講解嗎？,MIXED
第53條在規範什麼行為？,LEGAL
臺灣臺南地方法院 115 年度簡字第 3745 號刑事判決裡法官考量了哪些因素？,JUDGMENT
想了解第174條的規定內容，還有實際裁判中法院怎麼認定,MIXED
被害人或其他依法得提起告訴之人，可以委任代理人提起告訴,LEGAL
臺灣臺南地方法院 115 年度交簡字第 1220 號刑事判決是關於什麼的案件？,JUDGMENT
瀆職罪的法定要件是什麼？可以搭配臺灣士林地方法院 115 年度訴字第 451 號刑事判決講解嗎？,MIXED
外籍人士所持護照效期不足6個月，可不可以申請來臺簽證？?,LEGAL
臺灣臺南地方法院 115 年度訴字第 2032 號刑事判決是關於什麼的案件？,JUDGMENT
刑之酌科及加減的規定和司法實務的認定有沒有落差？舉裁判為例,MIXED
如果汽車駕駛人一年內累積12點違規記點，會有什麼處罰？,LEGAL
臺灣臺南地方法院 115 年度簡字第 3265 號刑事判決最後法院是怎麼處理的？,JUDGMENT
定其應執行刑通常適用哪幾條法律？法院過去都怎麼處理這種案件？,MIXED
申請人先後與2名居住臺灣地區設有戶籍國民結婚，前後兩次在華居留目的同為「依親」，如合併前後2次之居留期間，已達「合法連續居住5年」條件者，可否以與居住臺灣地區設有戶籍國民之外國籍配偶之身分，提出申請永久居住資格？,LEGAL
把臺灣高雄地方法院 115 年度重訴字第 138 號民事判決的重點列出來給我,JUDGMENT
解釋第96條，並且找出有引用這條的裁判,MIXED
初次觸犯法例有機會緩刑嗎？法律上的條件是？,LEGAL
臺灣臺南地方法院 115 年度交易字第 467 號刑事判決是關於什麼的案件？,JUDGMENT
解釋第135條，並且找出有引用這條的裁判,MIXED
意圖為自己或第三人不法之所有，竊取動產的行為，台灣法律如何定義？,LEGAL
臺灣臺南地方法院 115 年度附民字第 1285 號刑事判決有沒有被上訴或抗告？,JUDGMENT
法律上瀆職罪怎麼規定？實際案件裡法院見解一致嗎？,MIXED
針對職場性騷擾，雇主未善盡防治責任可面臨哪些處罰?,LEGAL
臺灣高等法院 115 年度聲保字第 1215 號刑事裁定有沒有被上訴或抗告？,JUDGMENT
解釋第126條，並且找出有引用這條的裁判,MIXED
第348-1條在規範什麼行為？,LEGAL
把臺灣臺北地方法院 115 年度審易字第 1716 號刑事判決的重點列出來給我,JUDGMENT
想了解第114條的規定內容，還有實際裁判中法院怎麼認定,MIXED
如何定義一間公司的股份有限公司身份？,LEGAL
我想知道臺灣士林地方法院 115 年度聲字第 1060 號刑事裁定這個案子的來龍去脈,JUDGMENT
解釋第240條，並且找出有引用這條的裁判,MIXED
台灣法律如何規定，犯罪之情狀顯可憫恕時，的量刑原則？,LEGAL
臺灣高等法院 臺中分院 115 年度聲字第 1116 號刑事裁定有沒有被上訴或抗告？,JUDGMENT
累犯的法定要件是什麼？可以搭配臺灣士林地方法院 115 年度聲字第 931 號刑事裁定講解嗎？,MIXED
在臺出生之外籍新生兒(含外籍移工所生子女)，應如何辦理外僑居留證？,LEGAL
給我幾件聲請再審的裁判當參考資料,JUDGMENT
殺人未遂等會用到的法條和相關裁判都幫我整理,MIXED
如果違反第248條，會面臨什麼後果？,LEGAL
臺灣苗栗地方法院最近處理公共危險案件的裁判有哪些？,JUDGMENT
妨害名譽會用到的法條和相關裁判都幫我整理,MIXED
第152條修法前後的差異是什麼？,LEGAL
我想知道臺灣士林地方法院 115 年度聲保字第 90 號刑事裁定這個案子的來龍去脈,JUDGMENT
解釋第191條，並且找出有引用這條的裁判,MIXED
若勞動契約中規定的工作對健康有害，但雇主未改善，勞工該怎麼做?,LEGAL
臺灣臺南地方法院 115 年度簡字第 3703 號刑事判決的當事人主張了什麼？,JUDGMENT
法律上外患罪怎麼規定？實際案件裡法院見解一致嗎？,MIXED
第189條跟第300條條文內容差在哪裡？,LEGAL
臺灣士林地方法院 115 年度訴字第 191 號刑事判決的裁定理由幫我整理一下,JUDGMENT
聲請發還扣押物通常適用哪幾條法律？法院過去都怎麼處理這種案件？,MIXED
第38-3條修法前後的差異是什麼？,LEGAL
能不能講解一下臺灣高等法院 臺中分院 115 年度上訴字第 972 號刑事判決的內容？,JUDGMENT
之一  妨害風化罪的規定和司法實務的認定有沒有落差？舉裁判為例,MIXED
一般人常誤解妨害自由罪的地方是什麼？,LEGAL
臺灣苗栗地方法院 115 年度苗簡字第 236 號刑事裁定最後法院是怎麼處理的？,JUDGMENT
侵權行為損害賠償的構成要件與量刑實務，兩方面都想知道,MIXED
商標評定訴訟介紹與提起要件？,LEGAL
臺灣高雄地方法院 115 年度審交訴字第 125 號刑事裁定有沒有被上訴或抗告？,JUDGMENT
重利會用到的法條和相關裁判都幫我整理,MIXED
第1條修法前後的差異是什麼？,LEGAL
能不能講解一下臺灣士林地方法院 114 年度原易字第 19 號刑事判決的內容？,JUDGMENT
解釋第336條，並且找出有引用這條的裁判,MIXED
初次觸犯妨害農工商罪有機會緩刑嗎？法律上的條件是？,LEGAL
臺灣臺南地方法院 115 年度交易字第 445 號刑事判決是關於什麼的案件？,JUDGMENT
詐欺等通常適用哪幾條法律？法院過去都怎麼處理這種案件？,MIXED
政府採購資訊服務的標案，是否允許提供超過公告金額的報價？,LEGAL
我想知道臺灣士林地方法院 115 年度訴字第 412 號刑事判決這個案子的來龍去脈,JUDGMENT
損害賠償通常適用哪幾條法律？法院過去都怎麼處理這種案件？,MIXED
公司若未按時給付工資，勞工應如何處理?,LEGAL
臺灣臺北地方法院 115 年度審原訴字第 207 號民事裁定是關於什麼的案件？,JUDGMENT
想了解第234條的規定內容，還有實際裁判中法院怎麼認定,MIXED
初次觸犯刑之酌科及加減有機會緩刑嗎？法律上的條件是？,LEGAL
臺灣高等法院 高雄分院 115 年度聲再字第 73 號刑事裁定最後法院是怎麼處理的？,JUDGMENT
想了解第74條的規定內容，還有實際裁判中法院怎麼認定,MIXED
搶奪強盜及海盜罪有沒有加重或減輕的規定？,LEGAL
近期竊盜的裁判趨勢是什麼？,JUDGMENT
解釋第15條，並且找出有引用這條的裁判,MIXED
侵占罪要成立需要符合哪些條件？,LEGAL
我想知道臺灣臺南地方法院 115 年度交簡字第 2623 號刑事判決這個案子的來龍去脈,JUDGMENT
竊盜通常適用哪幾條法律？法院過去都怎麼處理這種案件？,MIXED
台灣法律對於個人資料轉移到特區以外地方的處理有何規範?,LEGAL
近期損害賠償的裁判趨勢是什麼？,JUDGMENT
從臺灣南投地方法院 115 年度易字第 278 號刑事判決來看，公共危險罪在實務上的認定標準是什麼？,MIXED
第315條有規定未遂要處罰嗎？,LEGAL
違反洗錢防制法等案件被駁回的裁判多不多？,JUDGMENT
想了解第102條的規定內容，還有實際裁判中法院怎麼認定,MIXED
刊登跨國（境）交友廣告算是違法嗎？,LEGAL
把臺灣南投地方法院 115 年度訴字第 112 號刑事判決的重點列出來給我,JUDGMENT
妨害秩序罪的法定要件是什麼？可以搭配臺灣士林地方法院 115 年度訴字第 297 號刑事判決講解嗎？,MIXED
如果違反第326條，會面臨什麼後果？,LEGAL
撤銷緩刑這種案子以前有判過的先例嗎？,JUDGMENT
偽造文書通常適用哪幾條法律？法院過去都怎麼處理這種案件？,MIXED
犯了偽造度量衡罪最重會被判多久？,LEGAL
臺灣臺南地方法院 115 年度訴字第 2198 號刑事裁定是關於什麼的案件？,JUDGMENT
偽造文書印文罪的法定要件是什麼？可以搭配臺灣屏東地方法院 115 年度簡字第 398 號刑事判決講解嗎？,MIXED
刑事案件之告訴人或被害人不服法院之判決，應如何提起上訴？,LEGAL
能不能講解一下臺灣士林地方法院 115 年度訴字第 297 號刑事判決的內容？,JUDGMENT
從臺灣臺北地方法院 115 年度審原訴字第 203 號民事裁定來看，鴉片罪在實務上的認定標準是什麼？,MIXED
一般人常誤解妨害名譽及信用罪的地方是什麼？,LEGAL
臺灣新竹地方法院 115 年度訴字第 955 號刑事判決最後法院是怎麼處理的？,JUDGMENT
從臺灣高等法院 臺中分院 115 年度金上訴字第 1423 號刑事判決來看，法例在實務上的認定標準是什麼？,MIXED
詐欺背信及重利罪有沒有加重或減輕的規定？,LEGAL
臺灣屏東地方法院 115 年度交簡字第 761 號刑事判決是關於什麼的案件？,JUDGMENT
以臺灣高等法院 臺中分院 115 年度上易字第 358 號刑事判決為案例，拆解它適用的法條和法院的論理,MIXED
被依第355條起訴的話，辯護上有哪些法定抗辯？,LEGAL
能不能講解一下臺灣臺南地方法院 115 年度交易字第 445 號刑事判決的內容？,JUDGMENT
從臺灣高等法院 高雄分院 115 年度聲再字第 74 號刑事裁定來看，刑事責任在實務上的認定標準是什麼？,MIXED
申請聘僱從事F類(藝術及演藝工作)，雇主資格及應備文件？,LEGAL
把臺灣新北地方法院 115 年度金訴字第 976 號刑事裁定的重點列出來給我,JUDGMENT
如果涉及宣告沒收，法條依據是什麼？之前的裁判怎麼判的？,MIXED
證人收到法院通知書，可否不到庭？,LEGAL
臺灣屏東地方法院 115 年度簡字第 398 號刑事判決的當事人主張了什麼？,JUDGMENT
從臺灣臺中地方法院 115 年度易緝字第 95 號刑事判決來看，妨害名譽及信用罪在實務上的認定標準是什麼？,MIXED
第302條在規範什麼行為？,LEGAL
臺灣臺南地方法院 114 年度訴字第 2712 號刑事裁定的當事人主張了什麼？,JUDGMENT
毒品危害防制條例的構成要件與量刑實務，兩方面都想知道,MIXED
勞工可否將未休完的當年度特休遞延至下一年度？若可以，最長可順延多久？,LEGAL
臺灣苗栗地方法院 115 年度撤緩字第 21 號刑事裁定有沒有被上訴或抗告？,JUDGMENT
刑的法定要件是什麼？可以搭配臺灣苗栗地方法院 115 年度苗簡字第 236 號刑事裁定講解嗎？,MIXED
初次觸犯公共危險罪有機會緩刑嗎？法律上的條件是？,LEGAL
臺灣新竹地方法院 115 年度竹簡字第 430 號刑事判決有沒有被上訴或抗告？,JUDGMENT
法律上刑事責任怎麼規定？實際案件裡法院見解一致嗎？,MIXED
想確認一下傷害罪在刑法中是怎麼定義的,LEGAL
臺灣臺北地方法院 115 年度審原訴字第 203 號民事裁定最後法院是怎麼處理的？,JUDGMENT
假釋付保護管束的構成要件與量刑實務，兩方面都想知道,MIXED
依第55條，檢察官需要證明哪些事情？,LEGAL
近期詐欺的裁判趨勢是什麼？,JUDGMENT
刑之酌科及加減的法定要件是什麼？可以搭配臺灣臺北地方法院 115 年度審原訴字第 204 號民事裁定講解嗎？,MIXED
第42-1條在規範什麼行為？,LEGAL
我想知道臺灣臺南地方法院 115 年度交簡上字第 102 號刑事判決這個案子的來龍去脈,JUDGMENT
加重竊盜通常適用哪幾條法律？法院過去都怎麼處理這種案件？,MIXED
被依第40條起訴的話，辯護上有哪些法定抗辯？,LEGAL
臺灣高等法院最近處理聲請停止強制治療案件的裁判有哪些？,JUDGMENT
解釋第28條，並且找出有引用這條的裁判,MIXED
第一審的案件都要合議審判嗎？,LEGAL
臺灣臺南地方法院 115 年度簡字第 3703 號刑事判決是關於什麼的案件？,JUDGMENT
法律上刑怎麼規定？實際案件裡法院見解一致嗎？,MIXED
想確認一下刑在刑法中是怎麼定義的,LEGAL
臺灣臺南地方法院 115 年度交易字第 821 號刑事判決最後法院是怎麼處理的？,JUDGMENT
以臺灣臺北地方法院 115 年度審原重訴字第 34 號民事裁定為案例，拆解它適用的法條和法院的論理,MIXED
受害者如果因性騷擾提出訴訟，有什麼管道可以尋求法律幫助？,LEGAL
臺灣高等法院 115 年度聲保字第 1213 號刑事裁定最後法院是怎麼處理的？,JUDGMENT
保安處分的法定要件是什麼？可以搭配臺灣橋頭地方法院 115 年度訴字第 930 號刑事裁定講解嗎？,MIXED
若外國人在台灣犯罪，需服完刑期後，是否還會被強制出境？,LEGAL
我想知道臺灣高等法院 臺中分院 115 年度原上易字第 16 號刑事裁定這個案子的來龍去脈,JUDGMENT
賭博罪的法定要件是什麼？可以搭配臺灣臺南地方法院 115 年度簡字第 3303 號刑事判決講解嗎？,MIXED
第304條在規範什麼行為？,LEGAL
把臺灣南投地方法院 115 年度投原交簡字第 25 號刑事判決的重點列出來給我,JUDGMENT
從臺灣南投地方法院 115 年度投交簡字第 247 號刑事判決來看，法例在實務上的認定標準是什麼？,MIXED
瀆職罪要成立需要符合哪些條件？,LEGAL
臺灣臺北地方法院最近處理過失傷害案件的裁判有哪些？,JUDGMENT
公共危險通常適用哪幾條法律？法院過去都怎麼處理這種案件？,MIXED
勞動基準法規定，哪些職業由於工作性質的關係，不適用於勞動基準法的規範？,LEGAL
臺灣臺南地方法院 115 年度簡字第 3709 號刑事判決裡法官考量了哪些因素？,JUDGMENT
法律上毀棄損壞罪怎麼規定？實際案件裡法院見解一致嗎？,MIXED
台灣法律如何界定公然猥褻行為？,LEGAL
聲請假釋期中交付保護管束這種案子以前有判過的先例嗎？,JUDGMENT
如果涉及毒品危害防制條例等，法條依據是什麼？之前的裁判怎麼判的？,MIXED
想確認一下法例在刑法中是怎麼定義的,LEGAL
把臺灣新竹地方法院 114 年度金訴緝字第 31 號刑事判決的重點列出來給我,JUDGMENT
如果涉及洗錢防制法等，法條依據是什麼？之前的裁判怎麼判的？,MIXED
在台灣，債務清理條例如何幫助重債者重獲新生？,LEGAL
臺灣臺南地方法院 115 年度交易字第 821 號刑事判決的當事人主張了什麼？,JUDGMENT
第284條的條文和臺灣高雄地方法院 115 年度聲字第 1327 號刑事裁定的適用情形，兩個一起說明,MIXED
若遊戲公司與玩家達成和解，台灣法律規範中對和解協議有哪些基本要求?,LEGAL
臺灣嘉義地方法院 115 年度嘉簡字第 724 號刑事判決的裁定理由幫我整理一下,JUDGMENT
想了解第220條的規定內容，還有實際裁判中法院怎麼認定,MIXED
第241條有規定未遂要處罰嗎？,LEGAL
違反廢棄物清理法案件被駁回的裁判多不多？,JUDGMENT
以臺灣高等法院 臺中分院 115 年度金上訴字第 1423 號刑事判決為案例，拆解它適用的法條和法院的論理,MIXED
妨害名譽及信用罪的既遂與未遂怎麼區分？,LEGAL
能不能講解一下臺灣臺北地方法院 115 年度交簡字第 1190 號刑事判決的內容？,JUDGMENT
解釋第133條，並且找出有引用這條的裁判,MIXED
如果發現棄屍行為，台灣法律是如何規範的？,LEGAL
臺灣臺南地方法院對妨害公務等案件一般都怎麼處理？,JUDGMENT
從臺灣屏東地方法院 115 年度交簡字第 727 號刑事判決來看，贓物罪在實務上的認定標準是什麼？,MIXED
外籍人士在台逾期居（停）留，應如何辦理出國手續？,LEGAL
給我幾件妨害名譽的裁判當參考資料,JUDGMENT
以臺灣高等法院 臺中分院 115 年度金上訴字第 1012 號刑事判決為案例，拆解它適用的法條和法院的論理,MIXED
若某部門高層指示下屬進行不實的信息標示，該如何追究責任？,LEGAL
能不能講解一下臺灣苗栗地方法院 115 年度苗簡字第 449 號刑事判決的內容？,JUDGMENT
第38條的條文和臺灣臺南地方法院 115 年度撤緩字第 140 號刑事裁定的適用情形，兩個一起說明,MIXED
取得「度假打工」簽證來臺的外國人，雇主仍需要向本部申請聘僱許可嗎？,LEGAL
臺灣高等法院 115 年度聲保字第 1218 號刑事裁定是關於什麼的案件？,JUDGMENT
想了解第53條的規定內容，還有實際裁判中法院怎麼認定,MIXED
若政府機關與合作夥伴簽訂保密協議，是否可免於對外公開合約細節？,LEGAL
給我幾件違反保護令的裁判當參考資料,JUDGMENT
違反廢棄物清理法會用到的法條和相關裁判都幫我整理,MIXED
台灣施行刑罰後對於外國罪犯有哪些後續措施？,LEGAL
重利這種案子以前有判過的先例嗎？,JUDGMENT
想了解第15條的規定內容，還有實際裁判中法院怎麼認定,MIXED
請問根據台灣的法律規範，在何種情境下犯罪行為人可以透過自首獲得刑期減輕？,LEGAL
查一下跟定應執行刑有關的裁判給我,JUDGMENT
以臺灣新竹地方法院 115 年度訴字第 912 號刑事判決為案例，拆解它適用的法條和法院的論理,MIXED
依第107條，檢察官需要證明哪些事情？,LEGAL
臺灣高等法院 115 年度上訴字第 2809 號刑事裁定裡法官考量了哪些因素？,JUDGMENT
從臺灣高等法院 臺中分院 115 年度抗字第 491 號刑事裁定來看，刑之酌科及加減在實務上的認定標準是什麼？,MIXED
犯了時效最重會被判多久？,LEGAL
近期違反毒品危害防制條例的裁判趨勢是什麼？,JUDGMENT
第19條的條文和臺灣高雄地方法院 115 年度審附民字第 1107 號刑事判決的適用情形，兩個一起說明,MIXED
公共危險罪要成立需要符合哪些條件？,LEGAL
臺灣臺北地方法院 115 年度審交易字第 381 號刑事判決的裁定理由幫我整理一下,JUDGMENT
以臺灣臺北地方法院 115 年度撤緩字第 123 號刑事裁定為案例，拆解它適用的法條和法院的論理,MIXED
第244條修法前後的差異是什麼？,LEGAL
臺灣高等法院 臺中分院 115 年度金上訴字第 1560 號刑事裁定最後法院是怎麼處理的？,JUDGMENT
想了解第93條的規定內容，還有實際裁判中法院怎麼認定,MIXED
在臺灣，若公務人員濫用職權，導致民眾或其他企業損害，有無對應的法律責任？,LEGAL
能不能講解一下臺灣臺北地方法院 115 年度審原訴字第 204 號民事裁定的內容？,JUDGMENT
想了解第117條的規定內容，還有實際裁判中法院怎麼認定,MIXED
台灣法律規定，駕駛在何種情形下臨時停車不受處罰？,LEGAL
臺灣彰化地方法院 115 年度簡字第 807 號刑事裁定有沒有被上訴或抗告？,JUDGMENT
想了解第196條的規定內容，還有實際裁判中法院怎麼認定,MIXED
遺失外僑居留證可以申請補發嗎？,LEGAL
臺灣南投地方法院 115 年度原金訴字第 32 號刑事判決的當事人主張了什麼？,JUDGMENT
殺人罪的規定和司法實務的認定有沒有落差？舉裁判為例,MIXED
提審聲請人或受裁定人提起抗告之期間應如何計算？,LEGAL
詐欺等案件被駁回的裁判多不多？,JUDGMENT
假釋的規定和司法實務的認定有沒有落差？舉裁判為例,MIXED
若一名來自指定國家的外國人想在台灣購買土地，該如何進行？,LEGAL
